,en,de,original_de
0,A man on a boat wearing orange pants holding a rope.," Ein Mann auf einem Boot , der eine in orangefarbenen Hose trägt , hält ein Seil . ",Ein Mann mit orangen Hosen hält ein Seil auf einem Boot.
0,"Two men are out on a bright, sunny day attempting to catch some fish on the lake."," Zwei Männer sind an einem sonnigen Tag auf einem sonnigen Tag versucht , einen Fisch zu fangen . ","Zwei Männer sind an einem hellen, sonnigen Tag unterwegs, um ein paar Fische im See zu fangen."
0,A man stands on scaffolding painting a wall in a coral color., Ein Mann steht auf einem Gerüst und malt eine Wand in  Farbe von sich . ,Ein Mann steht auf einem Gerüst und streicht eine Wand korallenfarbig.
0,A vendor sits in the middle of a display of glasses at a street market in an Asian country., Ein Straßenhändler sitzt auf einer  mit Brille in einem asiatischen Land auf einem asiatischen Land . ,Ein Verkäufer sitzt inmitten seines Brillensortiments auf einem Straßenmarkt in einem asiatischen Land.
0,Two people with white shirts walking up the sidewalk talking on their phones., Zwei Menschen mit weißen Hemden gehen auf dem Gehweg und unterhalten sich ihre  . ,Zwei Menschen mit weißen Oberteilen gehen den Gehweg entlang und telefonieren dabei.
0,The little girl with the green necklace is running away from the net., Das kleine Mädchen mit einer grünen Halskette rennt vom Netz aus . ,Das kleine Mädchen mit dem grünen Halsband rennt weg vom Netz.
0,An artist is painting outside., Ein Künstler malt im Freien . ,Eine Künstlerin malt im Freien.
0,"Two Asian children, a boy and a girl, are standing on the floor next to a tree."," Zwei asiatische Kinder , ein Junge und ein Mädchen stehen neben einem Baum auf dem Boden . ","Zwei asiatische Kinder, ein Junge und ein Mädchen, stehen neben einem Baum."
0,People in line getting ready to board a bus., Menschen in einer Schlange bereiten sich darauf vor einem Bus zu . ,"Menschen in einer Schlange bereiten sich darauf vor, in einen Bus zu steigen."
0,"Two teams, one in pink and one in white, play lacrosse on a field."," Zwei Mannschaften , ein rosa und eine in weißer , spielen auf einem Feld miteinander . ","Zwei Teams, eines davon in Pink und eines in Weiß, spielen Lacrosse auf einem Sportplatz."
0,A woman wearing a yellow helmet is using a zipline., Eine Frau mit einem gelben Helm benutzt eine  . ,Eine Frau mit gelbem Helm benutzt eine Seilrutsche.
0,A black dog swimming in the water with a tennis ball in his mouth, Ein schwarzer Hund schwimmt im Wasser mit einem Tennisball im Maul . ,Ein schwarzer Hund schwimmt mit einem Tennisball im Maul im Wasser
0,Three men ride in a dark blue car., Drei Männer fahren in einem dunklen blauen Auto . ,Drei Männer fahren in einem dunkelblauen Auto.
0,"With a tub resting on its outer roof, flags attached, the car is ready to take off for the rally."," Ein Mann und mit   auf dem Dach sich , das vor dem Auto  für eine  macht . ",Mit einer Badewanne auf dem Dach und befestigten Fahnen ist das Auto bereit für den Start der Rallye.
0,A man in a blue shirt blowing a trumpet., Ein Mann in einem blauen Hemd bläst Trompete . ,Ein Mann in einem blauen Hemd bläst auf einer Posaune.
0,"A male metal worker using a welding tool in his right hand, while holding the mask in his left hand, in a mid-lower or lower class neighborhood."," Ein Mann in einem  schweißt ein Werkzeug in der Hand und hält seine Hand vor einer Menschenmenge in der Hand in der Hand , während er auf der Luft . ","Ein Metallarbeiter in einer Gegend der mittleren Unterschicht oder Unterschicht bedient mit der rechten Hand ein Schweißwerkzeug, während er in der linken Hand die Maske hält."
0,Many people standing by a fountain underneath a blue and white umbrella., Viele Menschen stehen neben einem Brunnen unter einem blauen Schirm und einem weißen Schirm . ,Viele Menschen stehen an einem Brunnen unter einem blau-weißen Schirm.
0,Woman is sewing in order to make a living in her country.," Frau näht , in einem Wohnzimmer das  Land zu machen . ","Eine Frau macht Handarbeiten, um in ihrem Land ihren Lebensunterhalt zu verdienen."
0,Street vendor straightening merchandise on the table., Verkäufer auf  Waren an einem Tisch . ,Straßenverkäufer rückt Waren auf dem Tisch zurecht.
0,Three men stand around a cart near some motorcycles., Drei Männer stehen in der Nähe von zwei  in der Nähe . ,Drei Männer stehen in der Nähe einiger Motorräder um einen Wagen.
0,A bank teller standing at a counter., Ein  steht an einer Theke . ,Ein Kassierer steht an einem Schalter.
0,A man in a red hoodie with a white apron stands in front of a mural., Ein Mann in einem roten Kapuzenpulli mit einer weißen Schürze steht vor einem Wandbild . ,Ein Mann in einem roten Kapuzenpullover und einer weißen Schürze steht vor einem Wandgemälde.
0,A man is looking at one of his four flat screen computers., Ein Mann schaut auf einen flachen Bildschirm eines Sees mit seinem flachen Computer an . ,Ein Mann blickt auf einen seiner vier Flachbildschirm-Computer.
0,Two people are riding their bicycles on a dirt road, Zwei Personen fahren mit ihren Fahrrädern auf einer Straße . ,Zwei Menschen fahren mit dem Fahrrad auf einer unbefestigten Straße
0,A young dirty faced asian girl carrying a pillow., Ein junges schmutzigen asiatisches Mädchen trägt ein  Kissen . ,Ein kleines asiatisches Mädchen mit schmutzigem Gesicht trägt ein Kissen.
0,A child that is on the bank of a lake pointing something out in the sky.," Ein Kind , das am Ufer eines Sees mit den  am Himmel steht , zeigt auf den Himmel . ",Ein Kind am Ufer eines Sees zeigt auf etwas am Himmel.
0,A pair of older boys play guitars., Ein Paar spielt Jungen Gitarre . ,Zwei ältere Jungen spielen Gitarre.
0,A man in a white shirt and khaki pants crouches on a fallen tree trunk., Ein Mann in einem weißen Hemd und khakifarbenen Hosen hockt auf einem Baumstamm . ,Ein Mann in einem weißen T-Shirt und Khakihosen kauert auf einem umgestürzten Baumstamm.
0,Two boys prepare a small sailboat as two girls watch them from the beach.," Zwei Jungen bereiten ein kleines Segelboot , während zwei Mädchen von ihnen am Strand zusehen . ","Zwei Jungen bereiten ein kleines Segelboot vor, während ihnen zwei Mädchen vom Strand aus dabei zusehen."
0,An old man dressed in med-evil clothing holds an axe while standing on a hill., Ein alter Mann mit  in einer Axt hält eine Axt und steht auf einem Hügel . ,Ein Mann in mittelalterlicher Kleidung steht auf einem Hügel und hält dabei eine Axt.
0,Three people are on the beach kneeling or standing near the water., Drei Personen sitzen am Strand und kniet in der Nähe des Wassers . ,Drei Menschen knien oder stehen in der Nähe des Wassers am Strand.
0,"A man in a yellow top stand in front of a small shack, as viewed from above through wire mesh.", Ein Mann in einem gelben Oberteil steht vor einer kleinen Hütte und einem kleinen  über  . ,"Ein Mann in einem gelben Oberteil, der vor einer kleinen Baracke steht, ist von oben durch ein Drahtgeflecht zu sehen."
0,A child is reluctantly about to bite into a mushroom., Ein Kind wird gleich in einen von einem Seil gezogen . ,"Ein Kind ist zögernd im Begriff, in einen Pilz zu beißen."
0,Two women wearing pink T-shirts and blue jeans converse outside clothing store., Zwei Frauen im rosa T-Shirts und blauen Jeans unterhalten sich im Freien . ,Zwei Frauen in pinkfarbenen T-Shirts und Bluejeans unterhalten sich vor einem Bekleidungsgeschäft.
0,A mounted policeman on a dappled horse surveys a crowd., Ein Polizist auf einem   ist mit einer Menschenmenge zu  . ,Ein berittener Polizist auf einem gescheckten Pferd beaufsichtigt eine Menschenmenge.
0,A large black dog is digging in the deep snow., Ein großer schwarzer Hund gräbt im Schnee . ,Ein großer schwarzer Hund buddelt im Tiefschnee.
0,A man takes a photograph of a lake with mountains in the background.," Ein Mann macht ein Foto von einem See , im Hintergrund sind Berge zu sehen . ",Ein Mann fotografiert einen See mit Bergen im Hintergrund.
0,A brunette woman in a robin's egg blue apron is milking a brown animal., Eine brünette Frau mit einer blauen   ein blaues  in die Luft . ,Eine brünette Frau mit einer eierschalenblauen Schürze melkt ein braunes Tier.
0,People protesting age discrimination in an organized street rally., Menschen  Alters in einer  Art  . ,Menschen protestieren in einer organisierten Straßenkundgebung gegen die Altersdiskriminierung.
0,"Two young girls playing basketball, one in white attempting a layup while the other in red defends."," Zwei kleine Mädchen spielen Basketball , eines weiß versucht einen weißen Trikot den anderen  zu fangen . ","Zwei junge Mädchen spielen Basketball, wobei die eine in Weiß einen Korbleger versucht und die andere in Rot verteidigt."
0,A lady in a bikini doing a cartwheel in the sand., Eine Dame in einem  schlägt ein Rad durch den Sand . ,Eine Dame in einem Bikini schlägt ein Rad im Sand.
0,"A man with a brown shirt, gray vest and black cap plays an electric bass."," Ein Mann mit braunem Hemd , einer grauen Weste und schwarzer Mütze spielt E-Gitarre . ","Ein Mann mit einem braunen Hemd, einer grauen Weste und einer schwarzen Mütze spielt E-Bass."
0,A woman with blond-hair is drinking out of a glass., Eine Frau mit blonden Haaren trinkt aus einem Glas . ,Eine Frau mit blondem Haar trinkt aus einem Glas.
0,A young boy laying on a hospital bed with his leg over the side., Ein kleiner Junge liegt mit einem Krankenhaus am Bett und hat sein Bein über das Bein . ,Ein kleiner Junge liegt auf einem Krankenhausbett und lässt ein Bein seitlich herunterhängen.
0,Two middle-aged men in a room with music equipment speak with each other., Zwei Männer mittleren Alters in einem Raum mit  unterhalten sich . ,Zwei Männer mittleren Alters unterhalten sich miteinander in einem Raum mit Musikausrüstung.
0,A dog's mouth opens to expose its sharp teeth.," Ein  öffnet den Mund , um die Zähne     . ",Das Maul eines Hundes öffnet sich und entblößt seine scharfen Zähne.
0,An elderly indian man and woman in their home., Ein älterer Mann und eine indische Frau in ihrem Haus . ,Ein älterer indischer Mann und eine Frau in ihrem Haus.
0,A man lays down on a snowbank that has piled up high around the front door of his house.," Ein Mann liegt auf einer schneebedeckten Bank aus Schnee , der sich auf die Höhe vor der Tür  ist . ","Ein Mann liegt auf einer Schneewehe, die sich hoch um die Vordertür seines Hauses aufgetürmt hat."
0,Young girl reaches out to pet a deer., Ein junges Mädchen greift nach einem  für ein Foto . ,"Ein kleines Mädchen streckt die Hand aus, um ein Reh zu streicheln."
0,"A woman with black hair, wearing a black top and a red skirt is shaking her fist at somebody."," Eine Frau mit schwarzen Haaren , schwarzem Oberteil und einem schwarzen Rock schüttelt eine rote Bluse , die sich eine rote Flüssigkeit schüttelt . ","Eine Frau mit schwarzem Haar, schwarzem Oberteil und einem roten Rock droht jemandem mit der Faust."
0,A man being pushed in a wheelchair through a library., Ein Mann wird in einem Rollstuhl durch ein Rollstuhl durch . ,Ein Mann wird in einem Rollstuhl durch eine Bibliothek geschoben.
0,Two dogs are laying in the snow with their mouths open., Zwei Hunde liegen im Schnee mit offenem Maul . ,Zwei Hunde liegen mit offenem Maul im Schnee.
0,A kindly faced woman cleans the floor of her living room., Eine  Frau putzt den Boden und putzt ihre  Wohnzimmer . ,Eine Frau mit freundlichem Gesicht reinigt den Boden ihres Wohnzimmers.
0,Two hockey players ready to start the game with the ref by them about to drop the puck.," Zwei Hockeyspieler bereiten sich auf das Spiel vor , das Schiedsrichter über den Puck zu werden . ","Zwei Eishockeyspieler sind bereit für das Spiel, während der Schiri neben ihnen im Begriff ist, den Puck zu werfen."
0,Runners pass a check point in the city., Läufer laufen in den Wettkampf den Wurf des Stadt . ,Läufer passieren einen Streckenposten in der Stadt.
0,Group of people dancing at a club or party in a costume., Eine Gruppe von Menschen tanzt in einem  oder einem  . ,Gruppe von Menschen tanzt im Kostüm in einem Club oder bei einer Party.
0,Two children are preparing to go on an elephant ride., Zwei Kinder bereiten sich auf einem Elefanten zu . ,Zwei Kinder machen sich für einen Ritt auf einem Elefanten bereit.
0,A young adult wearing jeans and a camouflage t-shirt playing a black electric guitar., Ein junger Erwachsener in Jeans und T-Shirt mit T-Shirt spielt auf einer schwarzen E-Gitarre . ,Ein junger Erwachsener mit Jeans und Tarn-T-Shirt spielt auf einer schwarzen E-Gitarre.
0,A person dressed in a yellow animated costume in a public area., Eine Person in einem gelben Kostüm spielt in einem öffentlichen Bereich eine öffentlichen Bereich . ,Eine Person in einem gelben Zeichentrickkostüm in einem öffentlichen Bereich.
0,Swimmers in a lake being watched by a boy sitting on a wall., Schwimmer in einem See wird von einem Jungen mit einer Jungen an einer Wand  vorbei . ,"Schwimmer in einem See werden von einem Jungen beobachtet, der auf einer Mauer sitzt."
0,A crowd of people at a city festival with smoke and fireworks, Eine Menschenmenge bei einem  und einigen Büschen . ,Eine Menschenmenge bei einem Stadtfest mit Rauch und Feuerwerk
0,Dog on leash burrows into snow in rural area., Hund an einer Leine Leine in einer ländlichen Gegend . ,Hund an Leine buddelt in ländlicher Gegend im Schnee.
0,A group camps in a desolate area., Eine Gruppe   durch eine  . ,Eine Gruppe kampiert in einer einsamen Gegend.
0,A cashier with a black goodies sweatshirt is counting change.,  mit schwarzen  Sweatshirt . ,Ein Kassierer mit einem schwarzen Goodies-Pullover zählt Wechselgeld.
0,A boy getting his hair buzzed off by another boy., Ein Junge lässt sich von einem anderen Jungen von einem anderen Jungen ab . ,Einem Jungen werden von einem anderen Jungen die Haare abrasiert.
0,Here is a picture of a teenager trimming his brother's head hair.," Ein Bild eines Mannes , der seinen  eine Bruder zieht . ","Das ist das Bild eines Teenagers, der seinem Bruder die Haare schneidet."
0,Tourist taken pictures at a building in China., Touristen machen Fotos in einem Gebäude . ,Von Touristen aufgenommene Bilder bei einem Gebäude in China.
0,Pottery and cars are shown in a parking lot with a man in a blue outfit is leaning against the front of his car.,  und Autos werden auf einem Parkplatz mit einem Parkplatz vor einem Mann in der blauen Outfit lehnt . ,"Das Bild zeigt Tonwaren und Autos auf einem Parkplatz und einen blau gekleideten Mann, der an der Vorderseite seines Autos lehnt."
0,Two men behind a circular bar in a room filled with people., Zwei Männer hinter einer runden Bar in einem Raum voller Menschen . ,Zwei Männer hinter einer kreisförmigen Bar in einem Raum voll mit Menschen.
0,Men and women are waiting for a train to stop., Männer und Frauen warten an einer Zug . ,"Männer und Frauen warten darauf, dass ein Zug hält."
0,Kids conversing and learning in class., Kinder unterhalten sich und lernt im Klassenzimmer . ,Kinder einer Schulklasse sprechen miteinander und lernen.
0,A man is singing into a microphone while his band plays.," Ein Mann singt in ein Mikrofon , während seine Band spielt . ","Ein Mann singt in ein Mikrofon, während seine Band spielt."
0,A singer performing along with the crowd., Ein Sänger tritt mit der Menschenmenge auf . ,Ein Sänger singt zusammen mit dem Publikum bei einem Auftritt.
0,An elderly woman wearing a blue hat is sitting on the sidewalk chopping something yellow on a board beside her., Eine ältere Frau mit einem blauen Hut sitzt auf dem Gehweg und schneidet etwas auf seinem gelben  neben ihr . ,Eine ältere Frau mit einer blauen Mütze sitzt auf dem Gehweg und hackt etwas Gelbes auf einem Brett neben sich.
0,"A construction worker wearing a black shirt and jeans, sets up his ladder.", Ein Bauarbeiter in einem schwarzen Hemd und Jeans stellt sich auf eine Leiter auf . ,Ein Baumpfleger in einem schwarzen T-Shirt und Jeans stellt seine Leiter auf.
0,A waitress in a white t-shirt serving guests at a restaurant.," Eine Turnerin in einem weißen T-Shirt , die in einem Restaurant bedient ",Eine Kellnerin in einem weißen T-Shirt bedient die Gäste in einem Restaurant.
0,Blond-haired man wearing a black fleece jacket sculpting., Ein blonder Mann in schwarzer Jacke  stellt eine schwarze  . ,Blonder Mann in einer schwarzen Fleecejacke formt eine Skulptur.
0,A girl competing in gymnastics performs a gutsy routine as she impresses the audience., Ein Mädchen macht bei einem    eine  . ,Ein Mädchen bei einem Gymnastikwettkampf vollführt eine kühne Übung und beeindruckt dadurch das Publikum.
0,An artist working on an ice sculpture, Ein Künstler arbeitet an einer Skulptur . ,Ein Künstler arbeitet an einer Eisskulptur
0,A man in a blue coat is propelled on his sled by two dogs., Ein Mann in einem blauen Mantel fährt auf seinem Schlitten durch zwei Hunden . ,Ein Mann in einer blauen Jacke wird auf seinem Schlitten von zwei Hunden gezogen.
0,This is some sort of band or symphony practicing., Diese Art Band oder übt oder übt  . ,Das ist eine Art Band oder Orchester beim Üben.
0,Two people playing a game facing each other., Zwei Personen spielen ein Spiel einander gegenüber . ,Zwei einander zugewandte Menschen spielen ein Spiel.
0,Several girls are playing with flour., Mehrere Mädchen spielen mit Kettensäge . ,Mehrere Mädchen spielen mit Mehl.
0,A young girl is playing a musical instrument and singing into a microphone., Ein junges Mädchen spielt ein  Instrument und singt in ein Mikrofon . ,Ein junges Mädchen spielt ein Musikinstrument und singt in ein Mikrofon.
0,A man playing Mike Tyson's Punchout on his computer., Ein Mann spielt  von seinem   in seinem Computer . ,Ein Mann spielt Mike Tyson's Punch-Out auf seinem Computer.
0,A man that looks like he has been hit is lying on the ground in front of some junk.," Ein Mann , der als er auf dem Boden liegt , wurde von denen einige liegt , auf dem Boden liegt . ","Ein Mann, der aussieht, als ob er geschlagen worden wäre, liegt vor irgendwelchem Gerümpel auf dem Boden."
0,Scene of a person shoveling snow citizens walking around in a cold winter environment," Eine Person , die eine Person in einer  , die in einer kalten Winterkleidung gehen , gehen in einer","Szene eines Mannes beim Schneeschippen, Bürger, die in einer kalten, winterlichen Umgebung herumlaufen"
0,"A group of people in plaid skirts, black vests and white-collared shirts are playing drums."," Eine Gruppe von Menschen in karierten Röcken mit schwarzen Westen und weißen Hemden , die mit Schlagzeug spielen . ","Eine Gruppe von Menschen in Schottenröcken, schwarzen Westen und Hemden mit weißem Kragen trommelt."
0,A female figure skater in a red jacket is practicing her moves., Eine weibliche Person in roter Jacke übt ihre Jacke darauf . ,Eine Eiskunstläuferin in einer roten Jacke übt ihre Schritte.
0,A group of people running a marathon in the winter., Eine Gruppe von Personen läuft bei einem Marathon mit Winterkleidung . ,Eine Gruppe von Menschen läuft bei einem Marathon im Winter.
0,A woman and a boy on stage laughing with a tent in the background., Eine Frau und ein Junge lachen auf einem Bühne und lachen im Hintergrund zu einem Zelt . ,Eine Frau und ein Junge auf einer Bühne lachen mit einem Zelt im Hintergrund.
0,A black man in a chef's coat is on the phone while two other men in aprons laugh.," Ein schwarzer Mann in einem  Mantel lacht , während zwei andere Männer in Schürzen lachen . ","Ein schwarzer Mann in einer Kochjacke telefoniert, während zwei andere Männer mit Schürzen lachen."
0,A young girl walking along side a small creek, Ein kleines Mädchen geht an einem kleinen Bach entlang . ,Ein kleines Mädchen geht an einem kleinen Bach entlang
0,A brunet male in a brown blazer talking to an audience at a comedian show., Ein Mann in  Anzug spricht vor einer Publikum in eine  . ,Ein braunhaariger Mann in einem braunen Blazer spricht vor Publikum bei einer Comedy-Show.
0,Two kids dancing at a dance recital., Zwei Kinder tanzen bei einem  . ,Zwei Kinder tanzen bei einer Tanzaufführung.
0,Here is a picture of a woman and her husband and child taking a stroll by the parking lot., Ein Bild von einem Frau auf ihrem Mann und ihr Mann macht einen Kind einen  . ,"Das ist das Bild einer Frau mit ihrem Mann und ihrem Kind, die einen Spaziergang beim Parkplatz machen."
0,Lynyrd Skynyrd is performing at a concert.,   bei einem Konzert . ,Lynyrd Skynyrd tritt bei einem Konzert auf.
0,"A man and woman sit on a bench, watching a boat go by.", Ein Mann und eine Frau sitzen auf einer Bank und schauen von einem Boot an . ,"Ein Mann und eine Frau sitzen auf einer Bank und sehen zu, wie ein Boot vorüberfährt."
0,A city street has many signs in Chinese., Eine Stadt mit vielen chinesischen chinesischen chinesischen Straße . ,An einer Straße in der Stadt befinden sich viele Schilder auf Chinesisch.
0,Several people talking and spending time together in a room., Mehrere Personen unterhalten sich in Kostümen und gemeinsam in einem Raum . ,Mehrere Menschen unterhalten sich in einem Raum und verbringen Zeit miteinander.
0,A group of musicians playing music in the street., Eine Gruppe von Musiker macht Musik auf der Straße . ,Eine Gruppe von Musikern spielt Musik auf der Straße.
0,This man seems to be trying to make some kind of political statement in a busy city.," Dieser Mann scheint zu einer Art  zu machen , auf einer belebten städtischen Straße zu machen . ","Dieser Mann versucht scheinbar, in einer geschäftigen Stadt eine Art politisches Statement abzugeben."
0,Two children playing on a jungle gym., Zwei Kinder spielen auf einem Klettergerüst . ,Zwei Kinder spielen auf einem Klettergerüst.
0,A man is sitting on door steps in front of a house., Ein Mann sitzt auf einer Tür vor einem Haus auf den Haus . ,Ein Mann sitzt auf den Stufen vor einer Haustür.
0,Man on phone in business suit walking down a busy street., Ein Mann in einem  geht auf einer belebten Straße entlang . ,Telefonierender Mann in einem Geschäftsanzug geht eine belebte Straße entlang.
0,A man in a white apron and hat is selling meat on a busy street., Ein Mann mit einer weißen Schürze und Hut verkauft auf einem belebten Straße . ,Ein Mann mit einer weißen Schürze und Mütze verkauft Fleisch an einer belebten Straße.
0,A woman is standing and wearing a green and yellow scarf., Eine Frau steht und trägt ein grünes und einen gelben Schal . ,Eine stehende Frau trägt einen grün-gelben Schal.
0,"An elderly Asian woman is wearing a beret, sunglasses, a yellow scarf, and a plaid jacket."," Eine ältere asiatische Frau mit einer Brille , Sonnenbrille , Sonnenbrille , Schal und einer karierten Jacke . ","Eine ältere Asiatin trägt eine Baskenmütze, eine Sonnenbrille, einen gelben Schal und eine karierte Jacke."
0,People are seated among some pillars while another person walks by., Leute sitzen in einer von einigen weißen Blumen und gehen durch eine andere Person vorbei . ,"Menschen sitzen zwischen ein paar Pfeilern, während eine andere Person vorbeigeht."
0,A man and woman veterinarian checking on a very large tiger laying on the ground., Ein Mann und eine Frau betrachten sehr sehr großen sehr großen Boden auf dem Boden . ,"Ein Tierarzt und eine Tierärztin untersuchen einen sehr großen Tiger, der auf dem Boden liegt."
0,Two people looking at clothes in a shop window., Zwei Personen in Kleidung schauen in einem Geschäft an . ,Zwei Menschen sehen sich Kleidung in einem Schaufenster an.
0,A man with a backpack is sitting in a dirt road and pointing toward the horizon., Ein Mann mit Rucksack sitzt auf einem unbefestigten Boden und zeigt zum  zum Himmel . ,Ein Mann mit einem Rucksack sitzt auf einer unbefestigten Straße und zeigt in Richtung Horizont.
0,Two men sit around a shiny grill., Zwei Männer sitzen um einen glänzenden Grill herum . ,Zwei Männer sitzen um einen glänzenden Grill.
0,A woman in a yellow jacket following two other women., Eine Frau in einer gelben Jacke folgt zwei anderen Frauen . ,Eine Frau in einer gelben Jacke folgt zwei anderen Frauen.
0,A man in a coat talking on his phone on the street., Ein Mann in Mantel telefoniert auf seinem Handy . ,Ein Mann in einem Mantel telefoniert auf der Straße.
0,A boy wearing a green shirt on a bicycle reflecting off a store window., Ein Junge in einem grünen T-Shirt auf einem  sich einem Geschäft von einem Geschäft ab . ,"Das Bild eines Jungen in einem grünen T-Shirt, der auf einem Fahrrad sitzt, spiegelt sich in einer Schaufensterscheibe."
0,A little girl peering over a blue wall., Ein kleines Mädchen schaut über eine blaue Wand . ,Ein kleines Mädchen späht über eine blaue Mauer.
0,A young man is getting something to eat at a donut concession stand., Ein junger Mann wird an einem Arzt Essen von einem Arzt gezogen . ,Ein junger Mann holt sich an einem Donut-Stand etwas zu essen.
0,An old man sits with a tray in his lap., Ein alter Mann sitzt mit ein Tablett auf seinem Schoß . ,Ein alter Mann sitzt mit einem Tablett auf dem Schoß da.
0,"An African American man in a tan hat, suit, and sunglasses is standing by a brick wall.", Ein Afroamerikaner mit einem braunen Hut und Sonnenbrille steht an einer Sonnenbrille und steht neben einer Ziegelmauer . ,"Ein Afroamerikaner mit einem braunen Hut, Anzug und Sonnenbrille steht an einer Ziegelwand."
0,Three men are talking in front of old stairs on the street., Drei Männer unterhalten sich vor einer alten Treppe auf der Straße . ,Drei Männer unterhalten sich vor einer alten Treppe auf der Straße.
0,Black people are at the grocery store to get there food., Eine dunkelhäutige Menschen in einem Lebensmittelgeschäft stellt sich ein Essen vor . ,"Schwarze Menschen sind in einem Lebensmittelmarkt, um Essen zu kaufen."
0,A man and two children crossing a street., Ein Mann und zwei Kinder überqueren die Straße . ,Ein Mann und zwei Kinder überqueren eine Straße.
0,Man in a suit smoking a cigar and reading a paper walking on the street., Ein Mann im Anzug raucht eine Zeitung und liest auf der Straße eine Zeitung . ,"Mann in einem Anzug, der eine Zigarre raucht und eine Zeitung liest, geht auf der Straße."
0,A group of people playing guitars in white., Eine Gruppe von Menschen spielt Gitarre in einer weißen Gitarre . ,Eine Gruppe von weiß gekleideten Menschen spielt Gitarre.
0,A dog is jumping in the air to catch an orange Frisbee.," Ein Hund springt in die Luft , um einen orangefarbenen Frisbee zu fangen . ","Ein Hund springt in die Luft, um eine orange Frisbeescheibe zu fangen."
0,Several people standing on a subway platform., Mehrere Personen stehen auf einer U-Bahn . ,Einige Menschen stehen auf einem U-Bahnsteig.
0,The three children are in a cage., Die drei Kinder sind in einem  . ,Die drei Kinder befinden sich in einem Käfig.
0,Two people stand in front of a building., Zwei Personen stehen vor einem Gebäude . ,Zwei Menschen stehen vor einem Gebäude.
0,An elderly woman using a pink umbrella to shade herself from the sun.," Eine ältere Frau benutzt einen rosa Schirm , sich von der Sonne ins Gesicht liegt . ","Eine ältere Frau verwendet einen rosafarbenen Regenschirm, um sich vor der Sonne zu schützen."
0,A baseball player kicks up dirt sliding in front of a catcher.," Ein Baseballspieler tritt einen unbefestigten Weg hoch , während der Fänger in der Base  . ","Ein Baseballspieler wirbelt Staub auf, während er vor einem Fänger über den Boden gleitet."
0,Two women in blue suits are sitting on the cement outdoors with concrete and long shaped glass windows behind them., Zwei Frauen in blauen Anzügen sitzen auf dem Beton im Freien und draußen hinter einem langen  Fenster . ,"Zwei Frauen in blauen Anzügen sitzen draußen auf dem Beton, während sich hinter ihnen Beton und längliche Glasfenster befinden."
0,Two men smoking outside of a park., Zwei Männer raucht draußen vor einem Park . ,Zwei Männer rauchen außerhalb eines Parks.
0,"A man in a blue shirt is holding a sign that says ""Come on now ... what's gayer than tea."""," Ein Mann in einem blauen Hemd hält ein Schild mit der Aufschrift „     , als er auf dem „  ist . ","Ein Mann in einem blauen Hemd hält ein Schild, auf dem steht: „Come on now ... what's gayer than tea.“"
0,A woman in a green shirt is walking down a crowded street., Eine Frau in einem grünen Oberteil läuft eine belebte Straße entlang . ,Eine Frau in einem grünen Shirt geht eine belebte Straße entlang.
0,Two women sitting in silver chairs waiting for a train or subway in an indoor station., Zwei Frauen sitzen in silbernen Stühlen und warten in einer U-Bahn auf einen Zug und warten in einer  . ,Zwei Frauen sitzen auf silbernen Stühlen in einem Bahnhof und warten auf einen Zug oder eine U-Bahn.
0,A crowd loiters near the start of a marathon., Eine Menschenmenge bei einem Marathon wird bei einem Marathon von den Marathon des Balls . ,Eine Menschenmenge steht am Startpunkt eines Marathons herum.
0,"A young boy carries a green, white, and red flag and walks next to a woman.", Ein kleiner Junge trägt eine grüne weiße Flagge und eine Frau neben einer Frau . ,Ein kleiner Junge trägt eine grün-weiß-rote Flagge und geht neben einer Frau.
0,Many people are gathered to watch two men who are an instrument and holding a sign.," Viele Menschen sind zu sehen , zwei Männer , die ein Instrument zu sehen sind , hält ein Schild . ","Viele Menschen haben sich versammelt, um zwei Männern zuzusehen, die ein Instrument spielen und ein Schild halten."
0,A man in a black and white striped shirt photographing a woman by a fountain., Ein Mann in einem schwarz-weiß gestreiften Hemd fotografiert eine Frau an einem Brunnen . ,Ein Mann in einem schwarz-weiß gestreiften T-Shirt fotografiert eine Frau an einem Springbrunnen.
0,Two people sitting on a cement bench chatting over lunch., Zwei Personen sitzen auf einer  und unterhalten sich über ihr Mittagessen . ,Zwei Menschen sitzen auf einer Bank aus Beton und plaudern beim Mittagessen.
0,"A military man holding a camera, showing a child the film on the camera."," Ein Soldaten , der eine Kamera hält , zeigt auf einem Kind das Kamera das Kamera wird . ",Ein Militär hält eine Kamera und zeigt einem Kind den Film auf der Kamera.
0,A man is pushing chairs on a busy street., Ein Mann schiebt auf einer belebten Straße ein  . ,Ein Mann schiebt Sessel auf einer belebten Straße.
0,A man holding a microphone speaking to a group of people outside., Ein Mann hält ein Mikrofon und spricht vor einer Gruppe von Menschen . ,Ein Mann mit einem Mikrofon spricht draußen zu einer Gruppe von Menschen.
0,Two men converse near a wall with graffiti on it.," Zwei Männer unterhalten sich im Freien an einer Wand , die mit Graffiti  sind . ",Zwei Männer unterhalten sich bei einer mit Graffiti besprühten Wand.
0,A girl with face paint and an orange sweater stands with her party., Ein Mädchen mit Gesichtsbemalung und einem orangefarbenen Pullover steht mit ihrer Party . ,Ein Mädchen mit geschminktem Gesicht und einem orangen Pullover steht bei ihrer Truppe.
